prompt,SFT_Display,BCO_Display,KTO_Display
"subject: Reservation Confirmed: Your table for two at Luigi's on Friday night.
urls: False
attachments: False
sentiment: confirming, welcoming
->
body:","8:30 PM
Fri, <DATE>

Luigi's

<PER> and <PER> Rapp
<EMAIL> (reply to this email)... [35.13%]","Dear <PER>,

Your reservation at Luigi's has been confirmed.

We are looking forward to welcoming yo... [12.35%]","Dear <PER>,

Thank you for making a reservation at Luigi's Italian Grille.  We look forward to seein... [94.51%]"
"subject: Transaction Successful: Invoice #9932 has been paid in full.
urls: True
attachments: True
sentiment: confirming, formal
->
body:","100.00 USD has been successfully charged to your PayPal account.

View the transaction details:
<URL... [99.89%]","Thank you for your business.  Your transaction has been completed.

Invoice # : 9932
Customer # : 10... [94.44%]","Thank you for your recent transaction at iPayIt!

We have received your payment.  The transaction nu... [52.23%]"
"subject: Ticket Confirmation: Your VIP seats for the summer concert are secured.
urls: True
attachments: True
sentiment: confirming, exciting
->
body:","******************************
You have received this e-mail because you registered with
<URL> or si... [93.1%]","<ATTACHMENT>

<PER> --

You've got an incredible opportunity to meet <PER> personally, and it's almo... [98.53%]","Dear <PER>,



I'm emailing you to confirm your free ticket to the <PER> concert at
<LOC>. The show ... [98.67%]"
"subject: Order Confirmed: Your package is getting ready for shipment.
urls: True
attachments: False
sentiment: confirming, reassuring
->
body:","-----------
Order #  106-215-0010-01
Order Date: <DATE> 12:18:05
Order Type: On-line Order
Order Sta... [13.52%]","Dear <PER>,

We've received your order for:

Gibson Guitar Model #335 1960 Vintage Cherry Red Sunbur... [2.71%]","Your order to <EMAIL> has been received and is getting ready to ship.
Thanks for ordering from The P... [99.96%]"
"subject: Payment Confirmation: Auto-renewal successful for your Annual Premium Plan.
urls: True
attachments: True
sentiment: confirming, neutral
->
body:","2002.07.31 14:25:10 -0700 (PDT)
Hello <PER>,

This is the e-mail confirmation for your recent purcha... [1.15%]","Dear <PER>,

Thank you for renewing your <ORG> Premium subscription.

This email confirms that your ... [94.35%]","Payment Confirmation
Thank you for renewing your <ORG> account. We appreciate your
continued support... [0.42%]"
"subject: Appointment Confirmed: Dental check-up scheduled for next Tuesday at 10 AM.
urls: False
attachments: False
sentiment: confirming, helpful
->
body:","10 AM on Tuesday, <DATE> at <LOC> Dental

I will be in the waiting room at 9:50 and will walk you ba... [15.53%]","Thank you for your appointment with Dr. <PER> G. Hodes, D.D.S. at 10 AM on <DATE> at 525 <LOC>, <LOC... [0.44%]","Hi <PER>-

I just spoke with <PER> and confirmed your dental appointment for next Tuesday, <DATE> at... [53.32%]"
"subject: Receipt: Thank you for your generous donation to the Wildlife Foundation.
urls: True
attachments: True
sentiment: confirming, appreciative
->
body:","2002 WILDLIFE FEDERATION MEMBERSHIP

Dear Mr. <PER> Wolfe,

Thank you for your membership to the Wil... [81.23%]","Dear <PER>,

Thank you for your generous donation to the Wildlife Foundation. You have made a real d... [99.96%]","Thank you for your generous donation to The Wildlife Foundation.
We are pleased to confirm your rece... [0.18%]"
"subject: Booking Confirmed: Your reservation details inside
urls: False
attachments: True
sentiment: confirmation
->
body:","10/16/2001 6:00pm 10/17/2001 1:00am   CONFIRMED

GREAT AMERICAN STAGE COMPANY

Location: Great Ameri... [84.71%]","Dear Tracy,

We have received your booking and this email confirms your reservation
with us.

Please... [97.94%]","Booking Confirmed!

Thank you for your recent reservation to <LOC>!

This email is to confirm that w... [3.71%]"
"subject: Payment Received: Thank you for your purchase
urls: False
attachments: False
sentiment: confirmation
->
body:","4AWB6T 

Thank you for your payment of $49.95
to Amazon.com.  Your payment has been
credited to your... [99.95%]","Dear <PER>,

Thank you for your purchase at Amazon.com.  We have received payment for your order.  Y... [99.64%]","Thank you for your order

Dear  <PER> Wolfe,

Thank you for shopping at Amazon.com. We  appreciate y... [2.84%]"
"subject: Your Appointment Is Confirmed for the Selected Date
urls: False
attachments: False
sentiment: confirmation
->
body:","4th Floor Clinic

Your appointment for the following date and time has been confirmed:

Patient Name... [89.34%]","Dear PATRICE MIMS,

Your appointment is confirmed for the selected date.  You will see a
confirmatio... [94.39%]","Dear PATRICE MIMS,

Your appointment has been confirmed for the following date(s):

<DATE> 2:30 pm

... [13.23%]"
"subject: Order Confirmation: Your items are being prepared
urls: True
attachments: False
sentiment: confirmation
->
body:","******* Your items are being prepared *******

Dear <PER> Wolfe,

Thank you for ordering from Amazon... [2.22%]","Dear <PER>,

This email confirms that your order has been received and is being processed. The fol... [99.98%]","Dear PATRICE L HODGE,

Thank you for ordering from  RedEnvelope.com
(<URL>). We're currently prepari... [83.27%]"
"subject: Subscription Renewal Successful: Receipt enclosed
urls: False
attachments: True
sentiment: confirmation
->
body:","******* ******* ******* ******* ******* ******* ******* ******* ******* 
The following is a receipt ... [99.74%]","Dear Subscriber,

Thank you for renewing your subscription to The
Street.com.

Your subscription has... [63.46%]","Dear Subscriber:

This letter confirms that your subscription to <ORG> Market Data
has been renewed ... [99.54%]"
"subject: Your Hotel Reservation Has Been Successfully Processed
urls: False
attachments: True
sentiment: confirmation
->
body:","1 CONFIRMATION NUMBER:  1136783
2 NAME:  JOHN DAVIDSON
3 CHECKIN:  <DATE>
4 CHECKOUT:  <DATE>
5 LOCA... [90.22%]","This is a confirmation of your hotel reservation.

Your reservation number is:  8000

This e-mail is... [99.92%]","Thank you for your reservation at the Hotel Monaco Alexandria!

Confirmation Number:  1000010
Name o... [3.6%]"
"subject: Invoice Paid: Transaction summary available
urls: True
attachments: False
sentiment: confirmation
->
body:","2001 - <DATE> - Invoice Paid

Transaction summary available for invoices paid for Company: 2001 - <D... [87.76%]",You've received this e-mail because you paid an invoice online with American Express Business Travel... [49.13%],"Dear <PER>, 
Your invoice payment for $4,000.00 has been posted to your account. You can view your t... [98.67%]"
"subject: Your Seat Reservation Is Complete
urls: False
attachments: False
sentiment: confirmation
->
body:",0062  0063  0064  0065  0066  0067  0068  0069  0070  0071  0072  0073  0074  0075  0076  0077  0078... [97.98%],"Dear MONIKA,


This email confirms that you have successfully reserved your seat in the following tr... [30.2%]","Dear <PER>,

Your seat assignment for flight UA 1928 has been confirmed. Please see
below for detail... [20.86%]"
"subject: Payment Confirmation: Your order is now finalized
urls: True
attachments: False
sentiment: confirmation
->
body:","0001000019

Dear 0001000019,

Thank you for shopping with eBay. Your payment for the following item(... [99.5%]","Thank you for shopping with <ORG>!

Your payment for the following order is now finalized.  Please n... [43.63%]","Dear <PER>,

Thank you for ordering with <ORG> Music Store.

Your payment has been processed and you... [99.75%]"
"subject: Booking Approved: Access your travel details here
urls: True
attachments: False
sentiment: confirmation
->
body:","111837

Dear Tracy,

Thank you for your business with Travel Agency in the Park.  Your
booking has b... [99.48%]","Your booking has been processed and is available for viewing on <URL>

Confirmation number:  8Z6ZT3
... [2.34%]","Your booking has been approved.  View details online or make changes. 
<URL> 
<URL> 
<URL> 
<URL> 
<... [99.98%]"
"subject: Exclusive offer just for you: Limited-time discount!
urls: True
attachments: False
sentiment: promotional
->
body:","50% off the cost of your first month of the Wall Street Journal.

Dear <PER>,

The Wall Street Journ... [85.17%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.56%]","We hope you enjoyed receiving this message. However, if you'd rather not receive future e-mails of t... [1.82%]"
"subject: Discover our latest deals and special promotions.
urls: True
attachments: False
sentiment: promotional
->
body:","12% off 2 nights or longer, at all participating Embassy Suites properties.

<URL>
<URL>

Enjoy 12% ... [0.03%]","Dear  SmartReminders Member,
Travelocity.com  has sent you this message to let you know about  our l... [79.01%]","Dear Matthew,

Don't miss out on our latest deals and special promotions. Discover what's new at Sho... [99.97%]"
"subject: Flash sale: Up to 50% off today only!
urls: True
attachments: False
sentiment: promotional
->
body:","50% OFF SALE

View in browser:
<URL>

------------------------------------------------------------

... [96.38%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [96.11%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.17%]"
"subject: New arrivals are here: Shop the latest trends.
urls: True
attachments: False
sentiment: promotional
->
body:","15% off your online order of $125 or more* 
Use promotion code EMFL5N86. 
<URL> 
Shop now 
<URL> 
Or... [0.1%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.67%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [97.64%]"
"subject: Don’t miss out: Exclusive savings inside.
urls: True
attachments: False
sentiment: promotional
->
body:","10% OFF | USE CODE: 10OFF
<URL> 
View with Images:
<URL> 

<ORG>
***********************************... [84.77%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.8%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.69%]"
"subject: Upgrade your experience with our premium plan.
urls: True
attachments: False
sentiment: promotional
->
body:","50% off your premium plan
------------------------------------------------------------

<ORG>
<ORG> ... [81.71%]","Upgrade to a premium plan

<DATE>


Dear <PER>,

Upgrade to a premium account and get:

- Ad-free br... [3.66%]","Upgrade to <ORG> Premium
------------------------------------------------------------

Add <ORG> New... [96.44%]"
"subject: Special promotion: Unlock your benefits today.
urls: True
attachments: False
sentiment: promotional
->
body:","15% off your first purchase. 
Get 15% off your first purchase when you sign up for a 
<ORG> Rewards ... [99.91%]","New Opportunity Awaits... Click here to view this message in a browser:
<URL>

Dear Amazon.com Custo... [93.49%]","Safeway

<URL> 

<URL> 
View with Images

<URL> 

<URL> 

<URL> 
Our Store    |  

<URL> 

<URL> 
Re... [99.69%]"
"subject: Limited-time offer: Claim your reward now.
urls: True
attachments: False
sentiment: promotional
->
body:","12 Years of Service

<PER>

Your 12 years of service to <ORG> is a record you can be proud of. 
You'... [99.95%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [97.38%]","<ORG>
*****************************************************************
Click here to view the full ... [91.66%]"
"subject: Introducing our new product line.
urls: True
attachments: False
sentiment: promotional
->
body:","50% OFF YOUR FIRST ORDER! Use coupon code 50OFF at checkout. 
<URL>

<URL>
Get free shipping on over... [99.98%]","Introducing our new product line.

Dear  SmartReminders member,
We  are pleased to announce the laun... [99.9%]","Introducing our new product line.

Dear Valued Subscriber,

We hope you are enjoying the new feature... [99.96%]"
"subject: Save big with our exclusive member deals.
urls: True
attachments: False
sentiment: promotional
->
body:","10% off any of our exclusive member deals. 
<URL>

<ORG>
*******************************************... [94.13%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [61.51%]","Safeway
Ingredients for Life

View with Images:
<URL>

-------------------------------

Save big wit... [51.11%]"
"subject: 🚀 Massive Summer Sale: Up to 50% off on all electronics inside!
urls: True
attachments: False
sentiment: promotional, excited
->
body:","10% off your next purchase. Use code EMFL5C58 at checkout.
<URL>

<PER>, 
Check out all our deals. W... [98.71%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [6.01%]","<PER>,

We know you're always on the lookout for a great deal, so we're excited to announce that we'... [1.09%]"
"subject: Introducing our revolutionary new skincare line - Buy one get one free.
urls: True
attachments: False
sentiment: promotional, inviting
->
body:","12% off your order of $60 or more! Use promotion code EMFL5G2S. 
<URL>

Introducing our revolutionar... [97.4%]","<<URL>	 
<<URL>	 
<<URL>	 <<URL>	 
<<URL>	 <<URL>	 
<<URL>	 <<URL>	 
<<URL>	 <<URL>	 
<<URL>	 <<URL>... [99.98%]","Dear Wendy,

Introducing our revolutionary new skincare line, exclusively available
at <URL>/skin

<... [98.3%]"
"subject: Don't miss out! An exclusive VIP discount code is hiding inside just for you.
urls: True
attachments: False
sentiment: promotional, exclusive
->
body:","25% OFF

Take 25% off your order when you enter coupon code EMFL5C54 at checkout.

This exclusive of... [10.21%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [79.97%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.65%]"
"subject: Upgrade your wardrobe today with our stunning new autumn collection.
urls: True
attachments: False
sentiment: promotional, stylish
->
body:",1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 2... [1.39%],"Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [85.58%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [93.87%]"
"subject: Flash Sale Alert: 24 hours only to grab your favorite sneakers at half price.
urls: True
attachments: False
sentiment: promotional, urgent
->
body:","24 hours only to grab your favorite sneakers at half price.

View this email online:
<URL>

~~~~~~~~... [99.97%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.98%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.24%]"
"subject: Transform your home today with our premium smart lighting solutions.
urls: True
attachments: False
sentiment: promotional, persuasive
->
body:","15% off for a limited time

Shop Now: <URL> for more savings.

Click here to unsubscribe from all <O... [86.8%]","<ORG>
*****************************************************************
Click here to view the full ... [90.67%]","<URL> 

Shop our smart lighting solutions:
<URL> 

Shop our entire lighting collection:
<URL> 

<URL... [99.98%]"
"subject: Unlock your true potential: Join our expert masterclass for 30% less this week.
urls: True
attachments: False
sentiment: promotional, inspiring
->
body:","25 years of experience. 1 week of savings.

Join the masterclass this week for 30% off.

<URL>

You ... [37.54%]","If you're a Premium member and you'd like to see this week's offer, click here. If you're not a Prem... [85.5%]","Dear reader, 












<PER> <PER> is the founder and executive director of NextGen Climate <LOC>... [91.2%]"
"subject: New Arrivals: Be the very first to shop the hottest trends of the season.
urls: True
attachments: False
sentiment: promotional, trendy
->
body:","10% off all purchases when you enter promotion code EMFL6N4N. 
<URL> 
Find the perfect look in our l... [99.98%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.98%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [21.18%]"
"subject: Give the gift of joy! Special holiday bundles are now available in-store.
urls: True
attachments: False
sentiment: promotional, joyful
->
body:","10% OFF ONLINE ORDERS OF $75 OR MORE* Use promotion code EMFL5N6F at checkout. 
<URL>

Holiday Bundl... [99.97%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.12%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [97.64%]"
"subject: Special Offer: Get a surprise free gift with any purchase over $50.
urls: True
attachments: False
sentiment: promotional, generous
->
body:","10% off your first purchase at RedEnvelope.com - use promotion code 10FRIEND. 

View a larger image ... [12.45%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [91.76%]","We hope you enjoyed receiving this message. However, if you'd rather not receive future e-mails of t... [99.15%]"
"subject: Exclusive Offer: Save 40% on your next purchase
urls: True
attachments: False
sentiment: promotional
->
body:","40% OFF YOUR NEXT PURCHASE

Take 40% off your next purchase of $99 or more at Nike.com. 
Use promoti... [26.85%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.74%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.71%]"
"subject: New Collection Launch: Be the first to explore
urls: True
attachments: False
sentiment: promotional
->
body:","50% off the new collection. Shop now for the hottest styles. 
<URL>

Find the hottest styles in the ... [56.24%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.27%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.2%]"
"subject: Limited-Time Deal: Don’t miss out on these discounts
urls: True
attachments: False
sentiment: promotional
->
body:","1O1 Savings Club

View with Images:
<URL>

-------------------------------

GET A HEAD START ON YOUR... [73.79%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.74%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.45%]"
"subject: Special Invitation: Join our VIP customer program
urls: True
attachments: False
sentiment: promotional
->
body:","10% off your next purchase
<URL>

Dear <PER>, 

As a valued customer, we want to personally invite y... [97.41%]","To view this email online, paste this link into your browser:
<URL>





<URL>


<URL>

Welcome to t... [99.98%]","<ORG>     




<ORG>  | 
<ORG> 
<ORG> 

You have received this e-mail because our records indicate y... [20.78%]"
"subject: Holiday Sale Starts Now: Shop our best prices
urls: True
attachments: False
sentiment: promotional
->
body:",1.	Welcome to our Holiday Sale. 2.	Shop our best prices. 3.	Shop our best values. 4.	Shop our best s... [96.5%],"Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.81%]",You have received the alternative text version of an HTML message. Please click below to access the ... [98.39%]
"subject: Introducing Our Latest Product Line
urls: True
attachments: False
sentiment: promotional
->
body:","10% OFF ANY PURCHASE WHEN YOU SPEND $50

As the year comes to a close, it's the perfect time to trea... [99.96%]","<ORG> has added a new product line to our already impressive collection of
fine collectibles and gif... [1.31%]","Dear Don,

Introducing the new, revolutionary, all-natural, dietary supplement, 
ProstaCaidTM.

Pros... [0.05%]"
"subject: Flash Sale: Only a few hours left
urls: True
attachments: False
sentiment: promotional
->
body:","2O16 Membership Drive

<PER>,

We know you care about the environment, but if you've been waiting to... [99.96%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [98.43%]","Trouble viewing this email? Click here for easier viewing!
<URL>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [99.06%]"
"subject: Your Personalized Deals Are Ready
urls: True
attachments: False
sentiment: promotional
->
body:","10% off 1 item. Offer ends <DATE> 
<URL>

Enter your email address and password to use your 10% off ... [0.08%]","Your personalized deals are ready!  
View your personalized deals <<URL>   


<<URL>  <<URL>  <<URL>... [99.98%]","<DATE>

Dear Don,

Your 10 personalized deals are waiting for you at Travelocity.com. 

<URL>

Thank... [94.83%]"
"subject: Upgrade Today: Exclusive benefits await you
urls: True
attachments: False
sentiment: promotional
->
body:","10% off at Banana Republic. Today only! 
<URL>

Dear Amazon.com Customer,

We'd like to take a momen... [8.44%]","<<URL>	  <<URL>	  <<URL>	
<<URL>	  <<URL>	  <<URL>	
<<URL>	
<<URL>	  <<URL>	
<<URL>	
<<URL>	  <<URL>... [99.98%]","<<URL>	 
<<URL>	 
<<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <... [99.98%]"
"subject: Special Bundle Offer: Get more for less
urls: True
attachments: False
sentiment: promotional
->
body:","12 issues for only $12!
<URL>


If you have problems viewing this e-mail, please click the link belo... [99.92%]","Click here to view the Newsletter online:
<EMAIL>


GET A 3RD NIGHT FREE AT ANY OF OUR 2,400 LOCATIO... [14.08%]",<<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <<URL>	  <... [99.98%]
"subject: Meeting scheduled for next week.
urls: False
attachments: False
sentiment: neutral
->
body:","10:00 AM Tuesday in EB 4701.  <PER> and <PER> will be in attendance.
Please let me know if you canno... [28.98%]","<PER>,

I have scheduled a meeting with you for next week, <DATE> at 3:00 p.m. in 49C3.  The purpose... [45.23%]","I have scheduled a meeting for 10:00 AM on Thursday, <DATE>, in EB 1336 to discuss the <ORG> Fund.  ... [0.44%]"
"subject: Follow-up regarding our recent discussion.
urls: False
attachments: False
sentiment: neutral
->
body:","1.  As we discussed, I will be able to provide <ORG> with a list of all counterparties that we are c... [97.86%]","<PER>,

I would like to set up a time to follow-up on our conversation regarding the ETS <LOC> Marke... [81.44%]","<PER>,

I'm sorry that I missed your call to me today.  I was in a meeting that ran over.  I'm sure ... [99.97%]"
"subject: Sharing notes from today’s meeting.
urls: False
attachments: True
sentiment: neutral
->
body:","1. <PER> is the only person who has spoken to <PER> about the
possibility of a VP slot.  <PER> has n... [99.98%]","<PER> and <PER>,

Here is the note I took during today's meeting.  I have added a few
comments to th... [96.46%]","<PER>,

I met with you and <PER> on <DATE> to discuss our
plans to move ahead with the creation of a... [2.49%]"
"subject: Update on current project status.
urls: False
attachments: False
sentiment: neutral
->
body:","1.  NEPOOL -  All work related to the implementation of the new NEPOOL
tariff has been completed.

2... [0.06%]","Here is an update on the current project status:

Project 1.	Replace gas meters on all production we... [32.91%]","Hi Kim,

I hope you are doing well.  I'm writing to give you an update on the status of the projects... [55.06%]"
"subject: Quick question about your availability.
urls: False
attachments: False
sentiment: neutral
->
body:","1.  Friday, <DATE> from 8:00am to 12:00pm
2.  Friday, <DATE> from 8:00am to 12:00pm
3.  Friday, <DAT... [99.98%]","<PER>,

I hope you are doing well.  I have a quick question about your availability for a meeting wi... [99.98%]","<PER>,

Just a quick question about your availability for the next few weeks.  I have a few people w... [96.66%]"
"subject: Recap of our last conversation.
urls: False
attachments: False
sentiment: neutral
->
body:","1. We will get a meeting scheduled with <PER> and <PER> to discuss the
following:
- Budget
- Calenda... [99.97%]","I thought it would be helpful to recap what we talked about last week so
that we could move forward ... [97.14%]","Hi <PER>,

I wanted to follow up with a recap of our conversation last week.  I told you I would be ... [99.98%]"
"subject: Documents for your review.
urls: False
attachments: True
sentiment: neutral
->
body:","1.  This is the form of the ""Settlement Agreement and Mutual Release"" which would be signed by both ... [99.98%]","I have attached the following documents for your review.  I will be
forwarding the documents to the ... [11.12%]","<PER>, 
Attached are the documents for your review.  Please note that I have not included the ""Form ... [99.96%]"
"subject: Introduction and next steps.
urls: False
attachments: False
sentiment: neutral
->
body:","1. I will be at <ORG> for a meeting with <PER> and <PER> on Monday, <DATE> from 10:00 to 1:00. I wil... [99.81%]","<PER>,

I wanted to introduce myself and provide a few details on where I am coming from.  I am curr... [99.22%]","Hi <PER>,

I'm <PER> from <ORG>. I had a good time talking to you last week, and I
really appreciate... [99.91%]"
"subject: Clarification needed on recent request.
urls: False
attachments: False
sentiment: neutral
->
body:",1.  We need to confirm that the <ORG> will be the party responsible for payment to the counterparty ... [88.61%],"John,

Thanks for the info on the 2001 and 2002 P&L.  I was hoping that you could help me out with t... [99.59%]","Dear Mr. Lay:

I sent you an email yesterday, requesting that you help me obtain a
position with <OR... [99.94%]"
"subject: General update: No action required.
urls: False
attachments: False
sentiment: neutral
->
body:","1.  I'm still working from home today, <DATE>.  I will be in the office tomorrow and Friday.  I will... [99.98%]","As you know, <ORG> and <ORG> are both major players in the energy markets.  We anticipate that the <... [99.98%]","Dear Colleagues,

I wanted to give you a brief update on a few items, but there is no action require... [99.54%]"
"subject: Weekly Newsletter: The latest insights, news, and articles from our community.
urls: True
attachments: False
sentiment: neutral, informative
->
body:","2016: The year of the cybersecurity mega-deal

<URL>

<URL>
<PER> was a record-breaking year for cyb... [99.95%]","Weekly Newsletter
-------------------------------------------------

<DATE>

<ORG> University's Cent... [72.39%]","View this email with images:
<URL>

Your weekly newsletter for the week of <DATE>

<DATE>        <DA... [99.98%]"
"subject: Invitation: Join us for the annual neighborhood potluck gathering next week.
urls: False
attachments: False
sentiment: friendly, inviting
->
body:","2016 Neighborhood Potluck: Join us next week!

Please join us next week for the annual <ORG> Potluck... [67.37%]","Hello neighbors!

Please join us for our annual potluck gathering next Wednesday, <DATE>, at 6:30 p.... [31.32%]","Dear <PER>,

I hope this note finds you well. I wanted to invite you to our annual community potlu... [71.97%]"
"subject: Meeting notes from today's brainstorming session on Project Alpha.
urls: False
attachments: True
sentiment: neutral, professional
->
body:","1)	Define the ""Alpha"" (a new generation of tools and systems for the
trading floor).  We are creatin... [99.95%]","<ATTACHMENT>
<PER> and I will follow up with you on the project schedule and a timeline
for your pre... [95.58%]","<PER>,
Here are the notes from the brainstorming session that you requested. I
believe that you will... [33.88%]"
"subject: A quick question regarding the upcoming team building event logistics.
urls: False
attachments: False
sentiment: neutral, curious
->
body:",1. Is it possible for the group to arrive on Friday evening and stay the night at a hotel?  I was to... [99.97%],I'm trying to get a handle on the number of people that will be attending.  We will be providing a l... [99.21%],"Hi <PER>, 

I hope you are doing well. 

I am reaching out to you regarding the upcoming team buildi... [99.97%]"
"subject: Monthly digest: The top 10 science fiction books recommended by our editors.
urls: True
attachments: False
sentiment: neutral, informative
->
body:","1. The best science fiction books, recommended by our editors. 
2. The science of a successful worko... [82.07%]","Monthly digest: The top 10 science fiction books recommended by our editors.

This month we looked a... [99.9%]","<ORG>
<URL>

<DATE> Monthly Digest
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~... [2.75%]"
"subject: Follow-up: Our morning meeting discussing the new website design mockups.
urls: True
attachments: False
sentiment: neutral, collaborative
->
body:","1.  We have decided that the new website design will be launched on Monday, <DATE>.  This will be th... [99.98%]","Hi <PER>,

I wanted to follow-up with you on our morning meeting about the website design mockups.  ... [1.02%]",1.    <PER> will follow up with you later today to answer any questions about the design mockups.  H... [99.78%]
"subject: Introduction: Please welcome the newest members of the marketing team.
urls: False
attachments: False
sentiment: friendly, welcoming
->
body:",1.  <PER> 	<PER> is the new Marketing Intern.  He is a 3rd year Finance student at SMU.  He is respo... [96.77%],"Hello everyone!

Please welcome the newest members of the marketing team. 

<PER> is a new analyst o... [47.43%]",I want to introduce you to our newest members of the marketing team.  They have been working with us... [16.26%]
"subject: Happy Birthday! Wishing you a fantastic and relaxing day from all of us.
urls: False
attachments: False
sentiment: friendly, joyful
->
body:","5... 4... 3... 2... 1... HOORAY!

Happy Birthday!

We hope you have a fantastic day.

We are thinkin... [66.59%]","<PER>,

Wishing you a fantastic and relaxing day from all of us.  We hope you are
having a great tim... [6.8%]",Happy Birthday! Wishing you a fantastic and relaxing day from all of us.... [98.53%]
"subject: Feedback request: How was your recent experience with our customer support team?
urls: True
attachments: False
sentiment: neutral, inquiring
->
body:","---------
We are conducting a review of your recent experience with <ORG>'s customer support team.  ... [96.99%]","<ORG>
*****************************************************************
Click here to view the full ... [91.39%]","<ORG>
*****************************************************************
Click here to view the full ... [91.39%]"
"subject: Friendly reminder: The main office will be closed for the national holiday tomorrow.
urls: False
attachments: False
sentiment: neutral, helpful
->
body:","1. Please take this opportunity to get out and celebrate the holiday with friends and family.
2. We ... [99.97%]",Please see the attached document for information regarding the <ORG> Gas Trading holiday schedule fo... [62.49%],"If you need immediate assistance, please contact the 24-hour emergency service line at <PHONE>.... [83.94%]"
